timestamp,load_kwh,pv_generation_kwh,pv_to_load_kwh,battery_charge_from_pv_kwh,battery_charge_from_grid_kwh,battery_discharge_kwh,battery_soc_percent,grid_import_kwh,grid_export_kwh,tariff_zone,tariff_price_uah_per_kwh,import_cost_uah,export_revenue_uah,net_cost_uah,baseline_cost_without_pv_battery_uah
2025-04-07 00:00:00,56.5722,3.0054245663232,3.0054245663232,0.0,19.8,0.0,66.91,73.3667754336768,0.0,night,2.64,193.68828714490678,0.0,193.68828714490678,149.35060800000002
2025-04-07 01:00:00,53.9133,2.072882803992,2.072882803992,0.0,19.8,0.0,83.82,71.640417196008,0.0,night,2.64,189.13070139746114,0.0,189.13070139746114,142.33111200000002
2025-04-07 02:00:00,51.3508,0.0,0.0,0.0,0.0,0.0,83.81,51.3508,0.0,night,2.64,135.566112,0.0,135.566112,135.566112
2025-04-07 03:00:00,53.8462,3.241420055664,3.241420055664,0.0,0.0,0.0,83.80000000000001,50.604779944336,0.0,night,2.64,133.59661905304705,0.0,133.59661905304705,142.15396800000002
2025-04-07 04:00:00,50.6032,0.8951862916864001,0.8951862916864001,0.0,0.0,0.0,83.79,49.7080137083136,0.0,night,2.64,131.2291561899479,0.0,131.2291561899479,133.59244800000002
2025-04-07 05:00:00,53.8251,3.3153431974208005,3.3153431974208005,0.0,0.0,0.0,83.78000000000002,50.5097568025792,0.0,night,2.64,133.3457579588091,0.0,133.3457579588091,142.098264
2025-04-07 06:00:00,75.3787,0.0,0.0,0.0,0.0,0.0,83.77000000000002,75.3787,0.0,night,2.64,198.999768,0.0,198.999768,198.999768
2025-04-07 07:00:00,70.5858,19.7366905420608,19.7366905420608,0.0,0.0,33.05192114766049,51.79489250709819,17.79718831027872,0.0,half_peak,5.28,93.96915427827165,0.0,93.96915427827165,372.69302400000004
2025-04-07 08:00:00,109.4147,42.1344875223552,42.1344875223552,0.0,0.0,32.87591885233953,20.0,34.404293625305264,0.0,peak,7.92,272.4820055124177,0.0,272.4820055124177,866.5644239999999
2025-04-07 09:00:00,108.4612,52.93481790968001,52.93481790968001,0.0,0.0,0.0,20.0,55.52638209032,0.0,peak,7.92,439.7689461553344,0.0,439.7689461553344,859.012704
2025-04-07 10:00:00,100.597,63.38844768936959,63.38844768936959,0.0,0.0,0.0,20.0,37.2085523106304,0.0,peak,7.92,294.69173430019276,0.0,294.69173430019276,796.7282399999999
2025-04-07 11:00:00,95.8128,78.56919762104,78.56919762104,0.0,0.0,0.0,20.0,17.24360237895999,0.0,half_peak,5.28,91.04622056090876,0.0,91.04622056090876,505.891584
2025-04-07 12:00:00,109.8942,73.04379275278399,73.04379275278399,0.0,0.0,0.0,20.0,36.85040724721601,0.0,half_peak,5.28,194.57015026530055,0.0,194.57015026530055,580.2413760000001
2025-04-07 13:00:00,104.4657,71.1895252833408,71.1895252833408,0.0,0.0,0.0,20.0,33.2761747166592,0.0,half_peak,5.28,175.69820250396057,0.0,175.69820250396057,551.578896
2025-04-07 14:00:00,105.1942,66.97414994410559,66.97414994410559,0.0,0.0,0.0,20.0,38.220050055894404,0.0,half_peak,5.28,201.80186429512247,0.0,201.80186429512247,555.425376
2025-04-07 15:00:00,96.0075,55.89013392951521,55.89013392951521,0.0,0.0,0.0,20.0,40.117366070484785,0.0,half_peak,5.28,211.81969285215968,0.0,211.81969285215968,506.9196
2025-04-07 16:00:00,108.6406,34.61128292061441,34.61128292061441,0.0,0.0,0.0,20.0,74.0293170793856,0.0,half_peak,5.28,390.874794179156,0.0,390.874794179156,573.622368
2025-04-07 17:00:00,108.697,23.982217330176,23.982217330176,0.0,0.0,0.0,20.0,84.714782669824,0.0,half_peak,5.28,447.29405249667076,0.0,447.29405249667076,573.92016
2025-04-07 18:00:00,87.0243,0.5108996688767999,0.5108996688767999,0.0,0.0,0.0,20.0,86.5134003311232,0.0,half_peak,5.28,456.7907537483305,0.0,456.7907537483305,459.488304
2025-04-07 19:00:00,85.1461,2.9641677016896004,2.9641677016896004,0.0,0.0,0.0,20.0,82.1819322983104,0.0,half_peak,5.28,433.92060253507896,0.0,433.92060253507896,449.571408
2025-04-07 20:00:00,81.18090000000001,0.0,0.0,0.0,0.0,0.0,20.0,81.18090000000001,0.0,peak,7.92,642.9527280000001,0.0,642.9527280000001,642.9527280000001
2025-04-07 21:00:00,85.8732,0.385611226224,0.385611226224,0.0,0.0,0.0,20.0,85.487588773776,0.0,peak,7.92,677.0617030883059,0.0,677.0617030883059,680.115744
2025-04-07 22:00:00,69.0777,0.0,0.0,0.0,0.0,0.0,20.0,69.0777,0.0,half_peak,5.28,364.730256,0.0,364.730256,364.730256
2025-04-07 23:00:00,67.6127,0.4571975609151999,0.4571975609151999,0.0,19.8,0.0,36.90999999999999,86.9555024390848,0.0,night,2.64,229.56252643918387,0.0,229.56252643918387,178.49752800000002
2025-04-08 00:00:00,50.1099,0.0,0.0,0.0,19.8,0.0,53.81999999999999,69.90990000000001,0.0,night,2.64,184.56213600000004,0.0,184.56213600000004,132.29013600000002
2025-04-08 01:00:00,55.2882,0.0,0.0,0.0,19.8,0.0,70.72999999999999,75.0882,0.0,night,2.64,198.23284800000002,0.0,198.23284800000002,145.96084800000003
2025-04-08 02:00:00,50.5335,2.3832082753920005,2.3832082753920005,0.0,0.0,0.0,70.72,48.150291724607996,0.0,night,2.64,127.11677015296512,0.0,127.11677015296512,133.40843999999998
2025-04-08 03:00:00,52.832,1.6846288158336,1.6846288158336,0.0,0.0,0.0,70.71000000000001,51.1473711841664,0.0,night,2.64,135.02905992619932,0.0,135.02905992619932,139.47648
2025-04-08 04:00:00,52.5479,0.0,0.0,0.0,0.0,0.0,70.7,52.5479,0.0,night,2.64,138.726456,0.0,138.726456,138.726456
2025-04-08 05:00:00,57.5989,0.0,0.0,0.0,0.0,0.0,70.69000000000001,57.5989,0.0,night,2.64,152.06109600000002,0.0,152.06109600000002,152.06109600000002
2025-04-08 06:00:00,72.9629,0.029763131305600002,0.029763131305600002,0.0,0.0,0.0,70.68000000000002,72.9331368686944,0.0,night,2.64,192.54348133335324,0.0,192.54348133335324,192.62205600000001
2025-04-08 07:00:00,75.3289,18.836295862249603,18.836295862249603,0.0,0.0,36.72019268953776,35.15724111263274,19.772411448212644,0.0,half_peak,5.28,104.39833244656276,0.0,104.39833244656276,397.73659200000003
2025-04-08 08:00:00,102.383,37.790491882303996,37.790491882303996,0.0,0.0,15.672587310462253,20.0,48.919920807233744,0.0,peak,7.92,387.44577279329127,0.0,387.44577279329127,810.8733599999999
2025-04-08 09:00:00,111.2163,56.560500838464,56.560500838464,0.0,0.0,0.0,20.0,54.655799161536,0.0,peak,7.92,432.87392935936515,0.0,432.87392935936515,880.8330960000001
2025-04-08 10:00:00,105.0141,70.83631502787841,70.83631502787841,0.0,0.0,0.0,20.0,34.177784972121586,0.0,peak,7.92,270.68805697920294,0.0,270.68805697920294,831.711672
2025-04-08 11:00:00,108.5344,71.97015200390399,71.97015200390399,0.0,0.0,0.0,20.0,36.564247996096015,0.0,half_peak,5.28,193.05922941938695,0.0,193.05922941938695,573.061632
2025-04-08 12:00:00,97.6973,74.96945767584002,74.96945767584002,0.0,0.0,0.0,20.0,22.72784232415998,0.0,half_peak,5.28,120.0030074715647,0.0,120.0030074715647,515.8417440000001
2025-04-08 13:00:00,109.6952,73.51121008931841,73.51121008931841,0.0,0.0,0.0,20.0,36.18398991068159,0.0,half_peak,5.28,191.0514667283988,0.0,191.0514667283988,579.190656
2025-04-08 14:00:00,109.6482,69.53557923957122,69.53557923957122,0.0,0.0,0.0,20.0,40.11262076042878,0.0,half_peak,5.28,211.79463761506398,0.0,211.79463761506398,578.942496
2025-04-08 15:00:00,98.3917,56.7038143820736,56.7038143820736,0.0,0.0,0.0,20.0,41.6878856179264,0.0,half_peak,5.28,220.11203606265138,0.0,220.11203606265138,519.508176
2025-04-08 16:00:00,104.889,35.601284468825604,35.601284468825604,0.0,0.0,0.0,20.0,69.2877155311744,0.0,half_peak,5.28,365.83913800460084,0.0,365.83913800460084,553.81392
2025-04-08 17:00:00,107.7449,18.7147459658208,18.7147459658208,0.0,0.0,0.0,20.0,89.0301540341792,0.0,half_peak,5.28,470.0792133004662,0.0,470.0792133004662,568.8930720000001
2025-04-08 18:00:00,80.3147,3.5962967476800003,3.5962967476800003,0.0,0.0,0.0,20.0,76.71840325232,0.0,half_peak,5.28,405.0731691722496,0.0,405.0731691722496,424.061616
2025-04-08 19:00:00,90.9534,0.0,0.0,0.0,0.0,0.0,20.0,90.9534,0.0,half_peak,5.28,480.23395200000004,0.0,480.23395200000004,480.23395200000004
2025-04-08 20:00:00,77.6985,1.9429895096639997,1.9429895096639997,0.0,0.0,0.0,20.0,75.755510490336,0.0,peak,7.92,599.9836430834611,0.0,599.9836430834611,615.37212
2025-04-08 21:00:00,90.4058,1.5518424743808004,1.5518424743808004,0.0,0.0,0.0,20.0,88.8539575256192,0.0,peak,7.92,703.723343602904,0.0,703.723343602904,716.013936
2025-04-08 22:00:00,66.6305,2.4607995262592,2.4607995262592,0.0,0.0,0.0,20.0,64.1697004737408,0.0,half_peak,5.28,338.81601850135144,0.0,338.81601850135144,351.80904
2025-04-08 23:00:00,71.0539,0.0,0.0,0.0,19.8,0.0,36.90999999999999,90.8539,0.0,night,2.64,239.854296,0.0,239.854296,187.582296
2025-04-09 00:00:00,54.6527,0.6604135053824001,0.6604135053824001,0.0,19.8,0.0,53.81999999999999,73.7922864946176,0.0,night,2.64,194.81163634579048,0.0,194.81163634579048,144.283128
2025-04-09 01:00:00,56.5602,2.4203491361280003,2.4203491361280003,0.0,19.8,0.0,70.72999999999999,73.939850863872,0.0,night,2.64,195.20120628062207,0.0,195.20120628062207,149.318928
2025-04-09 02:00:00,50.7367,3.2010302069424,3.2010302069424,0.0,0.0,0.0,70.72,47.5356697930576,0.0,night,2.64,125.49416825367207,0.0,125.49416825367207,133.944888
2025-04-09 03:00:00,53.1529,0.0,0.0,0.0,0.0,0.0,70.71000000000001,53.1529,0.0,night,2.64,140.323656,0.0,140.323656,140.323656
2025-04-09 04:00:00,52.0021,0.0,0.0,0.0,0.0,0.0,70.7,52.0021,0.0,night,2.64,137.28554400000002,0.0,137.28554400000002,137.28554400000002
2025-04-09 05:00:00,50.4594,0.0,0.0,0.0,0.0,0.0,70.69000000000001,50.4594,0.0,night,2.64,133.212816,0.0,133.212816,133.212816
2025-04-09 06:00:00,68.5693,0.0,0.0,0.0,0.0,0.0,70.68000000000002,68.5693,0.0,night,2.64,181.022952,0.0,181.022952,181.022952
2025-04-09 07:00:00,69.3586,21.619649970912,21.619649970912,0.0,0.0,31.030317518907196,40.66002174186926,16.7086325101808,0.0,half_peak,5.28,88.22157965375462,0.0,88.22157965375462,366.213408
2025-04-09 08:00:00,93.9671,37.071464650460804,37.071464650460804,0.0,0.0,21.362462481092813,20.0,35.533172868446385,0.0,peak,7.92,281.4227291180954,0.0,281.4227291180954,744.219432
2025-04-09 09:00:00,98.2232,59.022535399329605,59.022535399329605,0.0,0.0,0.0,20.0,39.2006646006704,0.0,peak,7.92,310.46926363730955,0.0,310.46926363730955,777.9277440000001
2025-04-09 10:00:00,106.0202,65.32896890597281,65.32896890597281,0.0,0.0,0.0,20.0,40.69123109402719,0.0,peak,7.92,322.27455026469534,0.0,322.27455026469534,839.679984
2025-04-09 11:00:00,100.0823,79.6276085262336,79.6276085262336,0.0,0.0,0.0,20.0,20.454691473766403,0.0,half_peak,5.28,108.00077098148661,0.0,108.00077098148661,528.4345440000001
2025-04-09 12:00:00,100.7216,76.95667123892159,76.95667123892159,0.0,0.0,0.0,20.0,23.76492876107841,0.0,half_peak,5.28,125.478823858494,0.0,125.478823858494,531.810048
2025-04-09 13:00:00,98.7653,73.160493551264,73.160493551264,0.0,0.0,0.0,20.0,25.604806448736,0.0,half_peak,5.28,135.19337804932607,0.0,135.19337804932607,521.480784
